tweet_id,favorite_count,retweet_count
729854734790754305,3706,1009
729838605770891264,1598,338
729823566028484608,3645,1121
729463711119904772,5303,2082
729113531270991872,1734,287
728986383096946689,2882,734
728760639972315136,4273,1535
728751179681943552,2532,614
728653952833728512,3049,943
728409960103686147,4488,1819
728387165835677696,3415,875
728046963732717569,3922,1079
728035342121635841,4147,1504
728015554473250816,3780,989
727685679342333952,2716,572
727644517743104000,5366,1583
727524757080539137,4093,1078
727314416056803329,3060,670
727286334147182592,2816,743
727175381690781696,3583,1237
727155742655025152,3313,1194
726935089318363137,6278,2196
726887082820554753,3522,1362
726828223124897792,3296,911
726224900189511680,4069,1041
725842289046749185,6508,2408
725786712245440512,3835,1238
725729321944506368,4786,1602
725458796924002305,1298,553
724983749226668032,3428,1164
724771698126512129,2144,566
724405726123311104,4856,1507
724049859469295616,3968,1615
724046343203856385,2451,512
724004602748780546,3826,1388
723912936180330496,3580,1122
723688335806480385,7023,2637
723673163800948736,2785,812
723179728551723008,4854,1684
722974582966214656,3753,1427
722613351520608256,4575,1491
721503162398597120,4210,1637
721001180231503872,2339,550
720785406564900865,2850,697
720775346191278080,2248,564
720415127506415616,3780,1353
720389942216527872,5850,2255
720340705894408192,2620,872
720059472081784833,3547,1015
720043174954147842,4560,1813
719991154352222208,4469,1588
719704490224398336,4171,1290
719551379208073216,4635,1706
719367763014393856,2599,686
719339463458033665,4087,1117
719332531645071360,3176,854
718971898235854848,3198,984
718939241951195136,4793,1578
718631497683582976,17296,7192
718613305783398402,2251,426
718540630683709445,2241,920
718460005985447936,2499,474
718454725339934721,4497,1373
718246886998687744,1756,446
718234618122661888,3559,911
717841801130979328,2268,542
717790033953034240,2630,982
717537687239008257,5298,1656
717428917016076293,1474,405
717421804990701568,2880,753
717047459982213120,5782,1732
717009362452090881,2968,864
716802964044845056,3955,1047
716791146589110272,7730,1455
716730379797970944,1132,395
716447146686459905,11956,5290
716439118184652801,2190,189
716285507865542656,2551,961
716080869887381504,6231,1700
715928423106027520,2923,791
715758151270801409,3409,1282
715733265223708672,4272,1523
715704790270025728,2552,511
715696743237730304,3605,1160
715680795826982913,3959,1438
715360349751484417,5028,1407
715342466308784130,2785,621
715220193576927233,2206,585
715200624753819648,4743,1679
715009755312439296,3808,1104
714982300363173890,3415,929
714962719905021952,6733,3826
714957620017307648,3799,1276
714631576617938945,3009,893
714606013974974464,3332,825
714485234495041536,2446,1007
714258258790387713,2808,666
714251586676113411,3021,757
714214115368108032,2109,796
714141408463036416,3996,1276
713919462244790272,3033,719
713909862279876608,1743,483
713900603437621249,2608,659
713761197720473600,4446,1235
713411074226274305,4084,1183
713177543487135744,6634,2586
713175907180089344,4076,1327
712809025985978368,17486,6057
712717840512598017,11290,4492
712668654853337088,3816,1096
712438159032893441,4896,1411
712309440758808576,220,24
712097430750289920,3448,930
712092745624633345,2702,807
712085617388212225,3007,434
712065007010385924,2071,566
711998809858043904,0,120
711968124745228288,7400,2084
711743778164514816,2610,906
711732680602345472,8059,3681
711694788429553666,30195,16561
711652651650457602,3533,819
711363825979756544,3310,1013
711306686208872448,3042,675
711008018775851008,2736,557
710997087345876993,4199,1257
710844581445812225,2344,609
710833117892898816,2459,476
710658690886586372,2131,512
710609963652087808,4418,2150
710588934686908417,4162,1693
710296729921429505,2194,668
710283270106132480,1990,478
710272297844797440,4136,1137
710269109699739648,2189,1010
710153181850935296,2674,808
710140971284037632,2510,799
710117014656950272,5018,1777
709918798883774466,3222,992
709901256215666688,605,92
709852847387627521,3224,1085
709566166965075968,3246,1070
709556954897764353,3012,973
709519240576036864,1383,219
709449600415961088,2020,517
709409458133323776,2417,616
709225125749587968,2200,520
709207347839836162,11383,5161
709198395643068416,2260,588
709179584944730112,1848,607
709158332880297985,1873,362
709042156699303936,4315,1473
708853462201716736,1667,592
708845821941387268,2735,800
708834316713893888,1549,448
708810915978854401,15190,6238
708738143638450176,2531,737
708711088997666817,2333,637
708479650088034305,2337,616
708469915515297792,2846,729
708400866336894977,14631,9028
708356463048204288,3293,1196
708349470027751425,2183,675
708149363256774660,3979,1411
708130923141795840,3090,782
708119489313951744,2469,896
708109389455101952,1795,500
708026248782585858,4057,1747
707995814724026368,2859,1011
707983188426153984,45,2
707969809498152960,2481,866
707776935007539200,3006,870
707741517457260545,2281,552
707738799544082433,3723,2195
707693576495472641,3111,915
707629649552134146,2351,780
707610948723478529,15548,5694
707420581654872064,2065,630
707411934438625280,2113,542
707387676719185920,3203,1143
707377100785885184,3005,975
707315916783140866,2279,576
707297311098011648,2572,707
707059547140169728,2393,619
707038192327901184,2010,716
707021089608753152,3724,1220
707014260413456384,2108,537
706904523814649856,13390,7099
706901761596989440,1880,520
706681918348251136,3020,888
706644897839910912,2344,981
706593038911545345,1982,580
706538006853918722,3183,1284
706516534877929472,2870,928
706346369204748288,3161,841
706310011488698368,19481,7115
706291001778950144,1566,434
706265994973601792,2511,847
706169069255446529,3575,2000
706166467411222528,4712,1443
706153300320784384,1355,343
705975130514706432,2853,659
705970349788291072,2914,794
705898680587526145,2173,494
705786532653883392,1788,466
705591895322394625,2895,1022
705475953783398401,2730,823
705442520700944385,4049,1455
705428427625635840,3495,1515
705239209544720384,2764,676
705223444686888960,2367,711
705102439679201280,1954,472
705066031337840642,2008,555
704871453724954624,3949,1013
704859558691414016,2065,474
704847917308362754,4686,1361
704819833553219584,2440,894
704761120771465216,6119,2616
704499785726889984,2649,899
704491224099647488,689,71
704480331685040129,3141,977
704364645503647744,7307,3222
704347321748819968,1443,312
704134088924532736,1384,410
704113298707505153,1710,519
704054845121142784,2687,839
703774238772166656,1699,404
703769065844768768,3004,1018
703631701117943808,2357,599
703611486317502464,3529,1377
703425003149250560,3491,1217
703407252292673536,2250,623
703382836347330562,3205,1023
703356393781329922,1759,344
703268521220972544,1823,494
703079050210877440,6796,2794
703041949650034688,24276,11275
702932127499816960,2362,650
702899151802126337,1479,410
702684942141153280,2969,962
702671118226825216,2014,506
702598099714314240,11303,3125
702539513671897089,2633,864
702332542343577600,2925,1382
702321140488925184,3016,948
702276748847800320,2275,694
702217446468493312,4381,1220
701981390485725185,3146,887
701952816642965504,3535,925
701889187134500865,3239,1253
701805642395348998,3108,1503
701601587219795968,1924,415
701570477911896070,2573,837
701545186879471618,2446,549
701214700881756160,11241,4621
700890391244103680,2032,509
700864154249383937,2390,554
700847567345688576,2264,449
700796979434098688,2248,855
700747788515020802,20963,8406
700518061187723268,2387,719
700505138482569216,2099,520
700462010979500032,3778,1622
700167517596164096,2421,652
700151421916807169,2049,606
700143752053182464,6892,2425
700062718104104960,2443,610
700029284593901568,1910,527
700002074055016451,3024,1197
699801817392291840,2768,846
699788877217865730,2052,469
699779630832685056,2498,1102
699775878809702401,1801,537
699691744225525762,9426,4143
699446877801091073,5487,2390
699434518667751424,2019,464
699423671849451520,1247,287
699413908797464576,1926,568
699370870310113280,1745,391
699323444782047232,2887,783
699088579889332224,2077,560
699079609774645248,2253,570
699072405256409088,2707,1074
699060279947165696,3418,1611
699036661657767936,2391,1087
698989035503689728,3070,874
698953797952008193,2476,823
698907974262222848,2332,551
698710712454139905,2260,616
698703483621523456,1320,334
698635131305795584,1197,310
698549713696649216,2146,558
698355670425473025,1699,394
698342080612007937,2071,868
698262614669991936,4386,1789
698195409219559425,15476,5432
698178924120031232,2581,673
697995514407682048,1408,304
697990423684476929,3010,1167
697943111201378304,2194,608
697881462549430272,2773,1053
697630435728322560,1595,496
697616773278015490,2885,919
697596423848730625,2761,1131
697575480820686848,1878,451
697516214579523584,1867,987
697482927769255936,2228,597
697463031882764288,3158,1267
697270446429966336,4338,1710
697259378236399616,3031,899
697255105972801536,2840,1052
697242256848379904,2324,615
696900204696625153,2910,933
696894894812565505,2161,615
696886256886657024,4436,1623
696877980375769088,2255,635
696754882863349760,1367,327
696744641916489729,1888,833
696713835009417216,2169,583
696518437233913856,3621,1561
696490539101908992,1131,127
696488710901260288,2302,925
696405997980676096,2918,1050
696100768806522880,1770,583
695816827381944320,2753,1050
695794761660297217,2914,705
695767669421768709,1705,664
695629776980148225,4181,1888
695446424020918272,4080,1648
695409464418041856,7965,3231
695314793360662529,3320,1293
695095422348574720,2449,548
695074328191332352,2599,987
695064344191721472,1475,527
695051054296211456,2428,715
694925794720792577,2487,817
694905863685980160,2530,832
694669722378485760,32902,13030
694356675654983680,1386,250
694352839993344000,1875,538
694342028726001664,1457,431
694329668942569472,1817,449
694206574471057408,3805,1845
694183373896572928,2699,840
694001791655137281,3130,922
693993230313091072,1728,357
693942351086120961,1617,327
693647888581312512,2471,517
693644216740769793,1264,115
693642232151285760,2344,376
693629975228977152,2255,719
693622659251335168,1415,336
693590843962331137,4646,1774
693582294167244802,1514,222
693486665285931008,1623,563
693280720173801472,3076,1118
693267061318012928,2193,731
693262851218264065,2040,451
693231807727280129,2645,669
693155686491000832,7250,2887
693109034023534592,1556,549
693095443459342336,1695,403
692919143163629568,2494,694
692905862751522816,2230,787
692901601640583168,1610,535
692894228850999298,2075,713
692828166163931137,2652,794
692752401762250755,6266,3292
692568918515392513,4023,1390
692535307825213440,2894,1229
692530551048294401,1693,368
692423280028966913,1368,196
692417313023332352,8625,3127
692187005137076224,2330,743
692158366030913536,1967,717
692142790915014657,1509,353
692041934689402880,3112,1129
692017291282812928,2665,867
691820333922455552,3635,1487
691793053716221953,7469,3815
691756958957883396,2594,883
691675652215414786,1793,459
691483041324204033,2190,499
691459709405118465,3715,1015
691444869282295808,2431,748
691416866452082688,17782,6883
691321916024623104,2372,597
691096613310316544,2751,792
691090071332753408,1604,305
690989312272396288,5430,2608
690959652130045952,3302,1112
690938899477221376,3763,1742
690932576555528194,3017,901
690735892932222976,3484,1147
690728923253055490,1995,465
690690673629138944,2142,743
690649993829576704,1197,246
690607260360429569,279,14
690597161306841088,1779,546
690400367696297985,1739,406
690374419777196032,2962,759
690360449368465409,2441,787
690348396616552449,1363,461
690248561355657216,1536,369
690021994562220032,2573,915
690015576308211712,2294,658
690005060500217858,3373,1533
689999384604450816,1302,328
689993469801164801,1347,404
689977555533848577,1260,406
689905486972461056,2253,619
689877686181715968,2788,1040
689835978131935233,2014,688
689661964914655233,2991,850
689659372465688576,9501,3458
689623661272240129,2036,577
689599056876867584,10720,5003
689557536375177216,1896,402
689517482558820352,3117,1293
689289219123089408,2067,844
689283819090870273,3006,1000
689280876073582592,1819,638
689275259254616065,1049,224
689255633275777024,2339,971
689154315265683456,2854,894
689143371370250240,1861,454
688916208532455424,2491,771
688908934925697024,1938,705
688898160958271489,1917,709
688894073864884227,2055,618
688828561667567616,1274,321
688804835492233216,886,167
688789766343622656,2046,603
688547210804498433,2385,626
688519176466644993,2145,656
688385280030670848,8500,4069
688211956440801280,2069,750
688179443353796608,1976,527
688116655151435777,2606,696
688064179421470721,1592,320
687841446767013888,5006,2243
687826841265172480,2514,1005
687818504314159109,2278,861
687807801670897665,2197,654
687732144991551489,1613,591
687704180304273409,2234,764
687664829264453632,1800,468
687494652870668288,1754,527
687480748861947905,1470,221
687476254459715584,1824,480
687460506001633280,1905,490
687399393394311168,1741,550
687317306314240000,18599,8315
687312378585812992,3995,1725
687127927494963200,4956,2044
687124485711986689,2013,460
687109925361856513,5342,2224
687102708889812993,2166,868
687096057537363968,2072,550
686947101016735744,7965,2898
686760001961103360,3231,1254
686749460672679938,3191,1311
686730991906516992,3789,1087
686683045143953408,2604,728
686618349602762752,3403,1236
686606069955735556,1745,490
686394059078897668,1585,630
686386521809772549,3001,790
686377065986265092,2040,514
686358356425093120,1992,595
686286779679375361,3702,1518
686050296934563840,2064,665
686035780142297088,1058,103
686034024800862208,2829,1033
686007916130873345,2273,362
686003207160610816,1675,562
685973236358713344,1931,476
685943807276412928,1494,532
685906723014619143,6879,2580
685681090388975616,1882,110
685667379192414208,2179,506
685663452032069632,2966,1328
685641971164143616,2680,693
685547936038666240,30248,14062
685532292383666176,2802,1042
685325112850124800,8653,3568
685321586178670592,2435,578
685315239903100929,3017,941
685307451701334016,1917,395
685268753634967552,2828,1070
685198997565345792,2134,588
685169283572338688,3769,1271
684969860808454144,2214,326
684959798585110529,6274,2802
684940049151070208,2954,944
684926975086034944,3206,417
684914660081053696,3210,1320
684902183876321280,1715,462
684880619965411328,1919,722
684830982659280897,32247,19599
684800227459624960,2508,898
684594889858887680,8153,3162
684588130326986752,3799,1273
684567543613382656,2751,1099
684538444857667585,2429,851
684481074559381504,3553,1069
684460069371654144,1811,502
684241637099323392,7458,2936
684225744407494656,1135,183
684222868335505415,3500,1235
684200372118904832,1971,942
684195085588783105,1756,452
684188786104872960,3205,1044
684177701129875456,1860,590
684147889187209216,2730,1363
684122891630342144,1857,425
684097758874210310,3777,1293
683857920510050305,3502,1016
683852578183077888,1786,315
683849932751646720,2398,849
683834909291606017,2403,1017
683828599284170753,2577,969
683773439333797890,3063,1216
683742671509258241,5957,2988
683515932363329536,6768,2601
683498322573824003,2921,872
683481228088049664,2438,901
683462770029932544,2235,619
683449695444799489,3569,1452
683391852557561860,7024,2170
683357973142474752,2657,821
683142553609318400,2640,929
683111407806746624,3131,814
683098815881154561,1988,587
683078886620553216,1851,516
683030066213818368,1994,665
682962037429899265,33629,14798
682808988178739200,1622,154
682788441537560576,2277,1015
682750546109968385,1396,397
682697186228989953,1209,332
682662431982772225,2806,984
682638830361513985,1899,533
682429480204398592,3168,1041
682406705142087680,6943,1582
682393905736888321,2059,594
682389078323662849,1534,422
682303737705140231,2809,880
682259524040966145,3793,1075
682242692827447297,2957,1035
682088079302213632,16719,8833
682059653698686977,4525,1522
682047327939461121,2942,844
682032003584274432,6037,1785
682003177596559360,2845,1364
681981167097122816,2589,915
681891461017812993,2266,743
681694085539872773,11775,3676
681679526984871937,1627,399
681654059175129088,2411,819
681610798867845120,1726,415
681579835668455424,3239,1173
681523177663676416,13117,5180
681340665377193984,1514,246
681339448655802368,8535,3689
681320187870711809,2403,671
681302363064414209,3588,1617
681297372102656000,2947,850
681281657291280384,2955,991
681261549936340994,1329,235
681242418453299201,1353,469
681231109724700672,2227,434
681193455364796417,3401,1332
680970795137544192,2202,582
680959110691590145,4191,1814
680940246314430465,2917,933
680934982542561280,1905,391
680913438424612864,2203,562
680889648562991104,1603,323
680836378243002368,3171,1180
680805554198020098,1968,607
680801747103793152,2180,739
680798457301471234,2593,937
680609293079592961,2404,622
680583894916304897,3290,1185
680497766108381184,3870,1726
680494726643068929,1566,438
680473011644985345,2338,666
680440374763077632,1318,438
680221482581123072,1354,259
680206703334408192,2573,1039
680191257256136705,1968,440
680176173301628928,3544,1389
680161097740095489,2131,668
680145970311643136,3298,1553
680130881361686529,2106,852
680115823365742593,2486,821
680100725817409536,3289,1242
680085611152338944,11691,8108
680070545539371008,2378,771
679877062409191424,1782,574
679872969355714560,2007,594
679862121895714818,2240,553
679854723806179328,2603,1094
679844490799091713,2179,684
679828447187857408,32999,12507
679777920601223168,2846,990
679736210798047232,1903,713
679729593985699840,1984,745
679722016581222400,1532,424
679530280114372609,4349,1875
679527802031484928,2416,646
679511351870550016,3059,1141
679503373272485890,2896,1327
679475951516934144,1912,576
679462823135686656,29264,16920
679405845277462528,2151,1069
679158373988876288,19333,7206
679148763231985668,2544,919
679132435750195208,2687,1033
679111216690831360,5403,2298
679062614270468097,15429,7168
679047485189439488,2050,584
679001094530465792,2585,1090
678991772295516161,2059,1012
678969228704284672,1497,407
678800283649069056,2351,816
678798276842360832,3157,1019
678774928607469569,2564,815
678767140346941444,3209,1220
678764513869611008,1476,412
678755239630127104,6457,2914
678740035362037760,3384,1482
678708137298427904,5109,2174
678675843183484930,2594,1309
678643457146150913,1871,359
678446151570427904,3645,1367
678424312106393600,4981,2258
678410210315247616,3813,1601
678399652199309312,73143,28438
678396796259975168,1450,372
678389028614488064,1708,379
678380236862578688,2221,820
678341075375947776,1568,471
678334497360859136,1178,222
678278586130948096,10373,5463
678255464182861824,1446,326
678023323247357953,1737,340
678021115718029313,12310,5598
677961670166224897,3125,1520
677918531514703872,1214,363
677895101218201600,4374,1835
677716515794329600,2779,873
677700003327029250,3099,1282
677698403548192770,1117,286
677687604918272002,2247,750
677673981332312066,3024,1340
677662372920729601,1768,839
677644091929329666,1704,725
677573743309385728,1929,597
677565715327688705,1188,409
677557565589463040,2209,1010
677547928504967168,6292,3282
677530072887205888,963,204
677335745548390400,2752,1543
677334615166730240,1222,249
677331501395156992,985,207
677328882937298944,3324,1337
677314812125323265,1493,468
677301033169788928,1107,354
677269281705472000,1790,634
677228873407442944,3198,1457
677187300187611136,2477,806
676975532580409345,2516,947
676957860086095872,2017,719
676949632774234114,1179,348
676948236477857792,1946,771
676946864479084545,1573,326
676942428000112642,1868,665
676936541936185344,11566,4410
676916996760600576,2682,1609
676897532954456065,2048,646
676864501615042560,1882,621
676821958043033607,20630,13706
676819651066732545,1653,598
676811746707918848,1302,378
676776431406465024,4503,1794
676617503762681856,2608,852
676613908052996102,984,175
676606785097199616,1719,386
676603393314578432,1036,338
676593408224403456,4112,1882
676590572941893632,838,110
676588346097852417,2076,694
676582956622721024,1070,251
676575501977128964,2321,983
676533798876651520,1694,487
676496375194980353,1371,468
676470639084101634,10534,4159
676440007570247681,1560,587
676430933382295552,1261,302
676263575653122048,1885,483
676237365392908289,1086,248
676219687039057920,70599,27615
676215927814406144,1568,516
676191832485810177,2049,914
676146341966438401,1746,584
676121918416756736,1954,1023
676101918813499392,2575,1047
676098748976615425,2671,1244
676089483918516224,1178,389
675898130735476737,1439,505
675891555769696257,1917,760
675888385639251968,2111,836
675878199931371520,3777,1235
675870721063669760,1462,496
675853064436391936,2417,1132
675849018447167488,862,123
675845657354215424,2038,773
675822767435051008,1383,474
675820929667219457,954,206
675798442703122432,9291,3037
675781562965868544,1452,418
675740360753160193,1055,295
675710890956750848,1681,716
675707330206547968,1783,596
675706639471788032,583,85
675534494439489536,1661,361
675531475945709568,1062,329
675522403582218240,938,249
675517828909424640,1146,406
675501075957489664,15495,5198
675497103322386432,2814,1129
675489971617296384,1148,526
675483430902214656,1657,852
675432746517426176,1356,500
675372240448454658,1522,452
675362609739206656,939,192
675354435921575936,29358,14846
675349384339542016,3520,1996
675334060156301312,2478,1127
675166823650848770,3163,1379
675153376133427200,5570,2252
675149409102012420,3340,1496
675147105808306176,842,196
675146535592706048,1051,254
675145476954566656,1908,778
675135153782571009,1159,410
675113801096802304,1730,684
675111688094527488,868,213
675109292475830276,2513,995
675047298674663426,924,274
675015141583413248,2407,1032
675006312288268288,873,200
675003128568291329,1387,406
674999807681908736,1988,951
674805413498527744,757,315
674800520222154752,2687,745
674793399141146624,2216,950
674790488185167872,982,216
674788554665512960,718,181
674781762103414784,1801,1042
674774481756377088,979,406
674767892831932416,1621,689
674764817387900928,698,200
674754018082705410,1226,382
674752233200820224,1306,398
674743008475090944,1258,463
674742531037511680,432,44
674739953134403584,966,326
674737130913071104,578,80
674690135443775488,1021,410
674670581682434048,1443,564
674664755118911488,808,203
674646392044941312,1277,428
674644256330530816,925,239
674638615994089473,1512,509
674632714662858753,1336,499
674606911342424069,836,86
674468880899788800,5538,1773
674447403907457024,954,314
674436901579923456,986,343
674422304705744896,1280,463
674416750885273600,610,114
674410619106390016,1066,399
674394782723014656,1331,487
674372068062928900,769,280
674330906434379776,504,65
674318007229923329,1251,449
674307341513269249,10087,6003
674291837063053312,13138,5124
674271431610523648,1393,642
674269164442398721,824,202
674265582246694913,1457,726
674262580978937856,1176,380
674255168825880576,1299,464
674082852460433408,676,144
674075285688614912,885,245
674063288070742018,5702,1904
674053186244734976,2941,1123
674051556661161984,1288,431
674045139690631169,1266,563
674042553264685056,634,109
674038233588723717,975,366
674036086168010753,760,180
674024893172875264,1577,1081
674019345211760640,1011,264
674014384960745472,1384,557
674008982932058114,1084,299
673956914389192708,1743,833
673919437611909120,1054,325
673906403526995968,2837,1427
673887867907739649,836,220
673716320723169284,2773,669
673715861853720576,3150,1804
673711475735838725,937,263
673709992831262724,747,236
673708611235921920,949,253
673707060090052608,987,346
673705679337693185,1123,358
673700254269775872,1280,499
673697980713705472,3496,1688
673689733134946305,1537,568
673688752737402881,1123,438
673686845050527744,1272,375
673680198160809984,1226,414
673662677122719744,1121,326
673656262056419329,650,198
673636718965334016,993,307
673612854080196609,1419,629
673583129559498752,1061,313
673580926094458881,733,237
673576835670777856,1225,486
673363615379013632,929,266
673359818736984064,1284,592
673355879178194945,1336,491
673352124999274496,1493,471
673350198937153538,681,183
673345638550134785,2225,1097
673343217010679808,854,234
673342308415348736,1124,492
673320132811366400,11916,6854
673317986296586240,779,216
673295268553605120,6696,2738
673270968295534593,951,312
673240798075449344,1271,614
673213039743795200,1964,724
673148804208660480,1487,547
672997845381865473,1749,629
672995267319328768,842,251
672988786805112832,874,253
672984142909456390,1116,469
672980819271634944,1620,884
672975131468300288,1494,775
672970152493887488,835,302
672968025906282496,1180,468
672964561327235073,1259,556
672902681409806336,1227,422
672898206762672129,793,363
672884426393653248,1366,722
672877615439593473,907,299
672834301050937345,1152,502
672828477930868736,1108,416
672640509974827008,873,270
672622327801233409,1147,418
672614745925664768,1082,510
672609152938721280,963,337
672604026190569472,965,335
672594978741354496,1175,528
672591762242805761,840,283
672591271085670400,638,157
672538107540070400,896,315
672523490734551040,552,146
672488522314567680,989,371
672482722825261057,989,517
672481316919734272,637,110
672475084225949696,1292,604
672466075045466113,1189,446
672272411274932228,5691,2920
672267570918129665,1309,530
672264251789176834,1008,284
672256522047614977,2503,1322
672254177670729728,1270,646
672248013293752320,1525,520
672245253877968896,605,131
672239279297454080,803,275
672231046314901505,1616,876
672222792075620352,700,176
672205392827572224,1975,1002
672169685991993344,910,317
672160042234327040,765,303
672139350159835138,1534,592
672125275208069120,2108,985
672095186491711488,873,328
672082170312290304,836,318
672068090318987265,1131,439
671896809300709376,7582,3661
671891728106971137,1171,478
671882082306625538,3089,1199
671879137494245376,1243,569
671874878652489728,1103,478
671866342182637568,992,416
671855973984772097,790,371
671789708968640512,6298,2989
671768281401958400,1046,433
671763349865160704,1488,769
671744970634719232,1201,657
671743150407421952,673,200
671735591348891648,1282,651
671729906628341761,7470,3785
671561002136281088,11348,6291
671550332464455680,809,183
671547767500775424,1202,496
671544874165002241,1721,889
671542985629241344,966,483
671538301157904385,838,333
671536543010570240,1036,343
671533943490011136,896,493
671528761649688577,736,214
671520732782923777,1215,453
671518598289059840,829,250
671511350426865664,1418,604
671504605491109889,6213,3110
671497587707535361,823,385
671488513339211776,881,411
671486386088865792,507,172
671485057807351808,676,195
671390180817915904,1279,648
671362598324076544,973,257
671357843010908160,351,133
671355857343524864,418,104
671347597085433856,830,368
671186162933985280,637,176
671182547775299584,975,283
671166507850801152,777,301
671163268581498880,1453,963
671159727754231808,314,68
671154572044468225,624,185
671151324042559489,588,126
671147085991960577,581,191
671141549288370177,1017,569
671138694582165504,820,340
671134062904504320,652,162
671122204919246848,3072,2178
671115716440031232,1208,668
671109016219725825,1000,377
670995969505435648,963,241
670842764863651840,21997,7547
670840546554966016,522,165
670838202509447168,979,597
670833812859932673,381,109
670832455012716544,644,184
670826280409919488,4856,3487
670823764196741120,672,159
670822709593571328,543,83
670815497391357952,2771,1310
670811965569282048,980,229
670807719151067136,1051,425
670804601705242624,1729,814
670803562457407488,300,77
670797304698376195,658,202
670792680469889025,731,236
670789397210615808,582,210
670786190031921152,527,168
670783437142401025,720,330
670782429121134593,1344,652
670780561024270336,698,249
670778058496974848,295,62
670764103623966721,953,371
670755717859713024,392,87
670733412878163972,847,446
670727704916926465,734,312
670717338665226240,1048,416
670704688707301377,686,317
670691627984359425,516,208
670679630144274432,663,240
670676092097810432,214,35
670668383499735048,9413,4294
670474236058800128,1330,629
670468609693655041,314,77
670465786746662913,851,466
670452855871037440,489,174
670449342516494336,1072,565
670444955656130560,6037,1734
670442337873600512,579,175
670435821946826752,937,433
670434127938719744,1254,559
670433248821026816,295,100
670428280563085312,1226,520
670427002554466305,461,141
670421925039075328,1135,549
670420569653809152,537,265
670417414769758208,501,280
670411370698022913,1788,765
670408998013820928,485,187
670403879788544000,374,128
670385711116361728,488,172
670374371102445568,668,236
670361874861563904,288,55
670338931251150849,371,96
670319130621435904,3459,1064
670303360680108032,382,107
670290420111441920,621,249
670093938074779648,906,275
670086499208155136,619,217
670079681849372674,1952,1055
670073503555706880,1380,677
670069087419133954,550,205
670061506722140161,665,289
670055038660800512,592,279
670046952931721218,574,151
670040295598354432,656,96
670037189829525505,527,240
670003130994700288,294,77
669993076832759809,281,70
669972011175813120,392,132
669970042633789440,271,43
669942763794931712,443,131
669926384437997569,337,81
669923323644657664,202,50
669753178989142016,704,339
669749430875258880,226,55
669684865554620416,446,74
669683899023405056,337,93
669682095984410625,310,115
669680153564442624,580,241
669661792646373376,713,365
669625907762618368,3105,1559
669603084620980224,845,316
669597912108789760,447,131
669583744538451968,1315,797
669573570759163904,387,120
669571471778410496,1401,877
669567591774625800,201,45
669564461267722241,335,104
669393256313184256,312,62
669375718304980992,1167,626
669371483794317312,433,148
669367896104181761,404,128
669363888236994561,556,200
669359674819481600,329,103
669354382627049472,2371,1086
669353438988365824,563,225
669351434509529089,377,153
669328503091937280,904,363
669327207240699904,495,101
669324657376567296,439,182
669216679721873412,1052,346
669214165781868544,384,135
669203728096960512,885,406
669037058363662336,571,263
669015743032369152,648,322
669006782128353280,510,209
669000397445533696,18619,5497
668994913074286592,389,187
668992363537309700,657,292
668989615043424256,593,288
668988183816871936,796,389
668986018524233728,477,139
668981893510119424,478,257
668979806671884288,701,291
668975677807423489,1149,495
668967877119254528,127,18
668960084974809088,617,209
668955713004314625,240,63
668932921458302977,227,50
668902994700836864,276,87
668892474547511297,353,126
668872652652679168,475,266
668852170888998912,409,139
668826086256599040,382,112
668815180734689280,490,224
668779399630725120,627,322
668655139528511488,470,187
668645506898350081,770,457
668643542311546881,781,444
668641109086707712,943,464
668636665813057536,913,434
668633411083464705,2453,1373
668631377374486528,616,278
668627278264475648,281,96
668625577880875008,326,110
668623201287675904,1241,651
668620235289837568,180,35
668614819948453888,542,271
668587383441514497,1472,918
668567822092664832,206,46
668544745690562560,452,197
668542336805281792,403,181
668537837512433665,226,61
668528771708952576,401,188
668507509523615744,276,87
668496999348633600,357,114
668484198282485761,371,207
668480044826800133,394,126
668466899341221888,766,438
668297328638447616,554,255
668291999406125056,213,28
668286279830867968,436,116
668274247790391296,717,195
668268907921326080,483,205
668256321989451776,1147,515
668248472370458624,838,406
668237644992782336,5415,2410
668226093875376128,246,85
668221241640230912,452,168
668204964695683073,487,171
668190681446379520,574,171
668171859951755264,424,161
668154635664932864,437,272
668142349051129856,508,238
668113020489474048,580,207
667937095915278337,1109,687
667924896115245057,264,95
667915453470232577,184,46
667911425562669056,430,245
667902449697558528,754,332
667886921285246976,1641,906
667885044254572545,728,397
667878741721415682,347,100
667873844930215936,550,338
667866724293877760,2703,898
667861340749471744,222,69
667832474953625600,254,54
667806454573760512,924,415
667801013445750784,282,80
667793409583771648,604,285
667782464991965184,361,210
667773195014021121,203,44
667766675769573376,371,185
667728196545200128,323,125
667724302356258817,422,265
667550904950915073,0,28
667550882905632768,0,25
667549055577362432,5086,1939
667546741521195010,303,106
667544320556335104,759,456
667538891197542400,175,58
667534815156183040,714,442
667530908589760512,409,206
667524857454854144,1496,962
667517642048163840,331,165
667509364010450944,6032,1856
667502640335572993,484,193
667495797102141441,458,231
667491009379606528,456,188
667470559035432960,225,85
667455448082227200,171,53
667453023279554560,279,73
667443425659232256,681,485
667437278097252352,396,197
667435689202614272,267,76
667405339315146752,409,194
667393430834667520,168,50
667369227918143488,328,142
667211855547486208,425,209
667200525029539841,541,227
667192066997374976,332,86
667188689915760640,642,328
667182792070062081,12480,5246
667177989038297088,164,48
