tweet_id,favorite_count,retweet_count
828376505180889089,6964,990
828372645993398273,11829,2716
828361771580813312,2058,165
828046555563323392,11017,2644
828011680017821696,9739,1981
827933404142436356,18762,4804
827653905312006145,14540,2787
827600520311402496,7034,863
827324948884643840,14888,2795
827199976799354881,9963,2050
826958653328592898,20238,4584
826848821049180160,33906,9297
826615380357632002,0,3663
826598799820865537,4831,229
826598365270007810,9400,2172
826476773533745153,17300,3878
826240494070030336,12485,2408
826204788643753985,4578,852
826115272272650244,14684,2849
825876512159186944,9890,1731
825829644528148480,11977,2321
825535076884762624,53743,16287
825147591692263424,17184,4162
825120256414846976,0,1163
825026590719483904,5881,1163
824796380199809024,0,5072
824775126675836928,14004,3257
824663926340194305,9907,1633
824325613288833024,11125,9842
824297048279236611,14165,3550
824025158776213504,4563,557
823939628516474880,10028,2522
823719002937630720,0,10301
823699002998870016,13151,2328
823581115634085888,12208,2433
823333489516937216,660,22
823322678127919110,14765,3697
823269594223824897,0,9175
822975315408461824,16309,3185
822872901745569793,123544,39705
822859134160621569,12401,2103
822647212903690241,0,5930
822610361945911296,13912,2718
822489057087389700,17024,5929
822462944365645825,26186,13067
822244816520155136,32976,9175
822163064745328640,0,4349
821886076407029760,10627,2128
821813639212650496,0,3108
821765923262631936,7885,1553
821522889702862852,7535,1625
821421320206483457,0,5099
821407182352777218,11053,3974
821153421864615936,233,8
821149554670182400,8081,1818
821107785811234820,9023,1961
821044531881721856,11878,2110
820837357901512704,0,6204
820749716845686786,29693,9144
820690176645140481,11550,2987
820494788566847489,0,521
820446719150292993,0,2382
820314633777061888,3150,521
820078625395449857,18540,5757
820013781606658049,0,1077
819952236453363712,5003,1077
819924195358416896,12189,4519
819711362133872643,12561,2848
819588359383371776,9115,1863
819347104292290561,6805,1115
819238181065359361,2129,376
819227688460238848,21696,6204
819015337530290176,0,34374
819015331746349057,0,17707
819006400881917954,42837,17707
819004803107983360,82321,34375
818646164899774465,0,19341
818627210458333184,21142,7028
818614493328580609,9265,2343
818588835076603904,0,5662
818536468981415936,10213,2261
818307523543449600,0,7412
818259473185828864,10355,2070
818145370475810820,11564,2357
817908911860748288,4588,736
817827839487737858,48361,24974
817777686764523521,10183,2512
817536400337801217,11065,2714
817502432452313088,0,3127
817423860136083457,31693,13511
817415592588222464,5275,884
817181837579653120,0,7823
817171292965273600,8267,1856
817120970343411712,11497,2402
817056546584727552,8095,1509
816829038950027264,0,4370
816816676327063552,9439,1882
816697700272001025,9199,2041
816450570814898180,28537,7412
816336735214911488,8142,1793
816091915477250048,8455,1976
816062466425819140,0,941
816014286006976512,0,4854
815990720817401858,4673,941
815966073409433600,21043,7823
815745968457060357,0,3840
815736392542261248,9267,2106
815639385530101762,7786,1547
815390420867969024,9773,3547
814986499976527872,7234,1183
814638523311648768,10650,2513
814578408554463233,0,5432
814530161257443328,8182,1731
814153002265309185,27119,8063
813944609378369540,0,2940
813910438903693312,8826,1724
813812741911748608,34445,12981
813800681631023104,7853,1638
813217897535406080,17601,6814
813202720496779264,8737,1699
813187593374461952,18739,4027
813172488309972993,8767,1797
813157409116065792,7351,2058
813142292504645637,8051,2234
813130366689148928,4249,417
813127251579564032,11163,2908
813112105746448384,9763,2551
813096984823349248,9991,3362
813081950185472002,9389,2581
813066809284972545,7518,1821
813051746834595840,19846,6811
812781120811126785,7121,1781
812709060537683968,6270,1347
812503143955202048,5717,1145
812466873996607488,7549,1795
812372279581671427,12877,3406
811985624773361665,6882,1304
811744202451197953,7127,1465
811647686436880384,5295,679
811627233043480576,12016,2831
811386762094317568,19767,5947
810984652412424192,5035,1323
810896069567610880,8487,1637
810657578271330305,10383,2456
810284430598270976,33154,10451
810254108431155201,13912,3149
809920764300447744,14717,3663
809808892968534016,0,4551
809448704142938112,6583,1360
809220051211603969,18791,5220
809084759137812480,12507,3276
808838249661788160,9613,2853
808733504066486276,7464,2027
808501579447930884,10708,2444
808344865868283904,40000,19341
808134635716833280,0,5483
808106460588765185,8359,2058
808001312164028416,11797,3288
807621403335917568,13788,3367
807106840509214720,110996,51347
807059379405148160,0,6856
807010152071229440,12419,3612
806629075125202948,70259,32181
806620845233815552,0,5122
806576416489959424,4650,1818
806542213899489280,9696,2207
806242860592926720,0,10811
806219024703037440,6113,1129
805958939288408065,0,4980
805932879469572096,7851,1792
805826884734976000,6211,1710
805823200554876929,0,7420
805520635690676224,5458,1544
805487436403003392,8306,2365
805207613751304193,7448,1620
804738756058218496,12922,3585
804475857670639616,5818,1880
804413760345620481,0,2996
804026241225523202,41878,14949
803773340896923648,9496,2572
803692223237865472,0,6883
803638050916102144,10334,3868
803380650405482500,7356,1760
803321560782307329,0,4937
803276597545603072,9488,2287
802952499103731712,8540,1864
802624713319034886,0,2714
802600418706604034,6738,1375
802572683846291456,8484,2343
802323869084381190,15278,5449
802265048156610565,6592,1285
802239329049477120,8616,2443
802185808107208704,0,250
801958328846974976,7338,1591
801854953262350336,1718,218
801538201127157760,7785,1945
801285448605831168,5713,770
801167903437357056,23072,5483
801127390143516673,0,3686
801115127852503040,7650,1978
800859414831898624,644,90
800855607700029440,0,1511
800751577355128832,10056,2610
800513324630806528,12440,2811
800459316964663297,9003,2051
800443802682937345,0,4003
800388270626521089,10556,2621
800188575492947969,0,3676
800141422401830912,14442,2382
800018252395122689,26741,12244
799774291445383169,0,4345
799757965289017345,7939,1995
799422933579902976,7659,1791
799308762079035393,0,5053
799297110730567681,9348,2546
799063482566066176,7663,2332
798933969379225600,12365,4133
798925684722855936,7135,1352
798705661114773508,0,6178
798701998996647937,0,7192
798697898615730177,0,6057
798694562394996736,0,4621
798686750113755136,0,2170
798682547630837760,0,4410
798673117451325440,0,5198
798665375516884993,0,3661
798644042770751489,0,1734
798628517273620480,0,1856
798585098161549313,0,5245
798576900688019456,0,5452
798340744599797760,0,3127
798209839306514432,9883,2416
797971864723324932,10893,2878
797545162159308800,13825,4596
797236660651966464,18844,6118
797165961484890113,211,24
796904159865868288,0,8315
796865951799083009,7280,1824
796759840936919040,11159,2816
796563435802726400,0,6699
796484825502875648,7153,1643
796387464403357696,10407,3868
796177847564038144,0,13303
796149749086875649,30368,13303
796125600683540480,4714,1679
796116448414461957,8600,2239
796080075804475393,7992,2155
796031486298386433,10223,3486
795464331001561088,46548,21837
795400264262053889,9461,2669
795076730285391872,15289,5072
794983741416415232,0,3142
794926597468000259,9640,2149
794355576146903043,0,9613
794332329137291264,9091,2524
794205286408003585,8740,3102
793962221541933056,15843,4551
793845145112371200,8736,1736
793614319594401792,0,2911
793601777308463104,7552,1509
793500921481273345,10075,2218
793286476301799424,23255,8552
793271401113350145,8217,2234
793256262322548741,18844,7750
793241302385262592,9939,3059
793226087023144960,9243,2701
793210959003287553,8439,2594
793195938047070209,14383,5247
793180763617361921,6525,1851
793165685325201412,8866,2616
793150605191548928,5826,1587
793135492858580992,6050,2342
793120401413079041,11966,3659
792913359805018113,13520,3692
792883833364439040,10654,3984
792773781206999040,6976,1566
792394556390137856,12655,3995
792050063153438720,6761,1661
791821351946420224,0,19599
791784077045166082,0,8833
791780927877898241,0,3542
791774931465953280,42562,20649
791672322847637504,11101,2911
791406955684368384,12442,3840
791312159183634433,8289,2356
791026214425268224,0,3785
790987426131050500,9270,1979
790946055508652032,15807,4370
790723298204217344,0,2137
790698755171364864,7771,1793
790581949425475584,19461,6609
790337589677002753,7395,1761
790277117346975746,11844,2940
790227638568808452,0,3290
789986466051088384,8769,2137
789960241177853952,0,3805
789903600034189313,9748,3866
789628658055020548,7054,1632
789599242079838210,6360,1783
789530877013393408,11039,3142
789314372632018944,8169,2124
789280767834746880,0,4567
789268448748703744,8621,2431
789137962068021249,9195,2596
788908386943430656,25965,11654
788765914992902144,25795,9613
788552643979468800,0,6624
788412144018661376,14652,4900
788178268662984705,6866,1966
788150585577050112,5775,1194
788070120937619456,0,3198
788039637453406209,5768,1216
787810552592695296,8114,2828
787717603741622272,9673,2574
787397959788929025,10290,2650
787322443945877504,7360,1619
787111942498508800,0,6263
786963064373534720,25156,7395
786729988674449408,0,2263
786709082849828864,17298,5691
786664955043049472,10005,2356
786595970293370880,8933,2896
786363235746385920,10235,3203
786286427768250368,7529,2633
786233965241827333,14336,4349
786051337297522688,1349,145
786036967502913536,0,6468
785927819176054784,10759,2970
785872687017132033,6316,1663
785639753186217984,7419,2096
785533386513321988,8540,1830
785515384317313025,5759,1155
785264754247995392,6866,1509
785170936622350336,11318,4470
784826020293709826,9540,2996
784517518371221505,8464,2353
784431430411685888,5426,1178
784183165795655680,18856,7420
784057939640352768,27961,10301
783839966405230592,28256,9988
783821107061198850,6937,1817
783695101801398276,9821,2975
783466772167098368,7929,2072
783391753726550016,15925,5061
783347506784731136,0,5124
783334639985389568,27358,10811
783085703974514689,7699,2014
782969140009107456,22719,6856
782747134529531904,7049,1310
782722598790725632,16213,4980
782598640137187329,7356,1763
782305867769217024,15646,5099
782021823840026624,0,5694
781955203444699136,10518,3122
781661882474196992,9831,2506
781655249211752448,3752,1046
781524693396357120,19493,5122
781308096455073793,6706,2372
781251288990355457,7884,1918
781163403222056960,9236,2571
780931614150983680,20412,6699
780858289093574656,6770,1853
780800785462489090,5172,1193
780601303617732608,11376,3108
780543529827336192,5925,1622
780496263422808064,0,3402
780476555013349377,0,103
780459368902959104,4973,998
780192070812196864,8182,2072
780092040432480260,0,2118
780074436359819264,11375,4549
779834332596887552,17666,6468
779377524342161408,8215,2871
779124354206535695,0,16920
779056095788752897,13835,4189
778990705243029504,18669,6621
778774459159379968,0,9101
778764940568104960,818,337
778748913645780993,6427,1202
778650543019483137,5398,1383
778624900596654080,4328,937
778408200802557953,12806,3987
778396591732486144,0,11275
778383385161035776,5486,1016
778286810187399168,9698,3046
778039087836069888,7948,2447
778027034220126208,6170,1485
777953400541634568,0,3249
777885040357281792,5968,1511
777684233540206592,10566,2714
777641927919427584,0,3897
777621514455814149,8174,2327
777189768882946048,13256,3965
776819012571455488,0,12507
776813020089548800,4596,1109
776477788987613185,8206,2544
776249906839351296,0,8406
776218204058357768,27962,14619
776201521193218049,8990,2325
776113305656188928,11063,4003
776088319444877312,1707,141
775898661951791106,0,15438
775842724423557120,10991,2450
775733305207554048,13014,3686
775729183532220416,12229,4260
775364825476165632,6919,2699
775350846108426240,9521,3611
775085132600442880,14567,4345
774757898236878852,8102,1645
774639387460112384,6339,1606
774314403806253056,20448,5053
773985732834758656,10110,3567
773922284943896577,6037,1614
773704687002451968,6209,1487
773670353721753600,5034,1219
773547596996571136,20739,5662
773336787167145985,0,4640
773308824254029826,21890,6912
773247561583001600,8846,2989
773191612633579521,9343,3781
772877495989305348,8017,3565
772826264096874500,7548,2197
772615324260794368,0,3097
772581559778025472,6071,1575
772193107915964416,5650,1283
772152991789019136,3574,1048
772117678702071809,3534,684
772114945936949249,2572,440
772102971039580160,3758,858
771908950375665664,6155,1746
771770456517009408,11235,3127
771500966810099713,7743,2407
771380798096281600,9872,4640
771171053431250945,0,6854
771136648247640064,8566,2696
771102124360998913,5840,1324
771014301343748096,6458,1533
770787852854652928,4599,1097
770772759874076672,4869,1317
770655142660169732,6893,1659
770414278348247044,5913,1918
770293558247038976,5828,1346
770093767776997377,0,2797
770069151037685760,7111,2115
769940425801170949,29154,8783
769695466921623552,6016,1553
769335591808995329,0,7099
769212283578875904,5059,1589
768970937022709760,13324,5969
768909767477751808,0,2425
768855141948723200,3917,818
768609597686943744,3839,1091
768596291618299904,4717,1184
768554158521745409,0,5360
768473857036525572,12725,3146
768193404517830656,10141,3249
767884188863397888,4449,1261
767754930266464257,14918,4937
767500508068192258,7014,2135
767191397493538821,11483,3449
767122157629476866,9513,2627
766793450729734144,4720,1247
766714921925144576,2456,345
766693177336135680,3778,727
766423258543644672,5611,1446
766313316352462849,6323,1722
766078092750233600,0,2408
766069199026450432,3925,768
766008592277377025,3522,456
765719909049503744,6775,1981
765669560888528897,4833,1127
765395769549590528,25023,3094
765371061932261376,6648,1991
765222098633691136,10875,3097
764857477905154048,6048,1641
764259802650378240,5613,1383
763956972077010945,730,49
763837565564780549,11709,3785
763183847194451968,5043,1348
763167063695355904,0,2738
763103485927849985,6892,2106
762699858130116608,11312,3290
762471784394268675,10482,5874
762464539388485633,9609,3805
762316489655476224,4491,1026
762035686371364864,29693,14212
761976711479193600,5024,1813
761750502866649088,0,3568
761745352076779520,4005,789
761672994376806400,46082,26581
761599872357261312,3869,1094
761371037149827077,0,16561
761334018830917632,4811,1332
761292947749015552,4171,996
761227390836215808,4979,1436
761004547850530816,10604,3198
760893934457552897,3561,885
760656994973933572,6155,1738
760641137271070720,4652,1183
760539183865880579,7052,3318
760521673607086080,3910,1276
760290219849637889,24985,10515
760252756032651264,3690,794
760190180481531904,5330,1641
760153949710192640,0,29
759943073749200896,5512,1922
759846353224826880,6263,1790
759793422261743616,5562,1756
759557299618865152,4380,1098
759447681597108224,7905,2263
759446261539934208,1558,453
759197388317847553,5682,1797
759159934323924993,0,1064
759099523532779520,13561,3798
759047813560868866,6049,1839
758854675097526272,3311,837
758828659922702336,10434,3536
758740312047005698,5356,1494
758474966123810816,3545,911
758467244762497024,4465,2023
758405701903519748,4850,1752
758355060040593408,3138,956
758099635764359168,17625,9101
758041019896193024,2519,338
757741869644341248,6384,3011
757729163776290825,0,7168
757725642876129280,4238,1108
757611664640446465,4276,1004
757597904299253760,0,277
757596066325864448,4058,953
757400162377592832,14087,6284
757393109802180609,5424,1574
757354760399941633,4190,1296
756998049151549440,5847,1825
756939218950160384,6180,1830
756651752796094464,4688,1190
756526248105566208,9675,3286
756303284449767430,3670,1001
756288534030475264,41039,16233
756275833623502848,5954,1401
755955933503782912,6805,2611
755206590534418437,15248,4883
755110668769038337,19646,10139
754874841593970688,0,7206
754856583969079297,6421,2305
754747087846248448,2404,476
754482103782404096,4913,1784
754449512966619136,3492,669
754120377874386944,7353,2154
753655901052166144,5432,1983
753420520834629632,7302,3223
753398408988139520,5332,1720
753375668877008896,7113,2118
753298634498793472,0,5180
753026973505581056,3638,873
752932432744185856,11708,6263
752917284578922496,6482,1436
752701944171524096,0,2601
752682090207055872,5576,1450
752660715232722944,4059,1416
752568224206688256,5096,2076
752519690950500352,6817,3140
752334515931054080,3582,1005
752309394570878976,0,14846
752173152931807232,5520,1663
751950017322246144,2840,829
751937170840121344,4815,1191
751830394383790080,5415,1774
751793661361422336,5374,2601
751598357617971201,7383,2815
751583847268179968,4090,1001
751538714308972544,4692,1143
751456908746354688,2999,918
751251247299190784,11694,5366
751205363882532864,5880,1658
751132876104687617,4708,1178
750868782890057730,4433,1239
750719632563142656,12206,4567
750506206503038976,4121,1043
750429297815552001,12238,3897
750383411068534784,4253,1038
750381685133418496,666,26
750147208377409536,2900,873
750132105863102464,3352,1172
750117059602808832,4034,1204
750101899009982464,2831,771
750086836815486976,2018,490
750071704093859840,7223,3016
750056684286914561,2945,815
750041628174217216,2947,563
750026558547456000,2519,716
750011400160841729,2994,819
749996283729883136,2818,754
749981277374128128,4766,2265
749774190421639168,4336,1203
749417653287129088,5652,1504
749403093750648834,2428,489
749395845976588288,7930,3137
749317047558017024,5080,2036
749075273010798592,5341,1873
749064354620928000,4487,1400
749036806121881602,2871,727
748977405889503236,9988,3117
748932637671223296,5390,2052
748705597323898880,2576,870
748699167502000129,4391,1452
748692773788876800,3945,1222
748575535303884801,5612,1794
748568946752774144,2034,604
748346686624440324,4830,1118
748337862848962560,7016,3717
748324050481647620,3438,687
748307329658011649,3429,652
748220828303695873,13103,7077
747963614829678593,5360,1947
747933425676525569,6152,2339
747885874273214464,2710,874
747844099428986880,2613,672
747816857231626240,4488,1052
747651430853525504,1271,143
747648653817413632,11906,5296
747600769478692864,2161,520
747594051852075008,3411,944
747512671126323200,5100,1471
747461612269887489,3576,937
747439450712596480,5023,1746
747242308580548608,0,2616
747219827526344708,4872,1431
747204161125646336,3117,828
747103485104099331,8860,3607
746906459439529985,2710,269
746872823977771008,5547,1934
746818907684614144,4935,1590
746790600704425984,4508,1455
746757706116112384,8800,3542
746726898085036033,5616,1632
746542875601690625,4672,1738
746521445350707200,0,898
746507379341139972,4332,987
746369468511756288,5737,1480
746131877086527488,6364,1990
746056683365994496,3313,737
745789745784041472,3652,961
745712589599014916,6477,2114
745433870967832576,6514,2297
745422732645535745,7923,2188
745314880350101504,6578,2465
745074613265149952,7239,3169
745057283344719872,6735,2043
744995568523612160,2731,566
744971049620602880,7265,2430
744709971296780288,5203,1429
744334592493166593,6320,1921
744234799360020481,144078,70226
744223424764059648,1527,323
743980027717509120,3883,999
743895849529389061,3390,875
743835915802583040,0,1858
743609206067040256,4149,1265
743595368194129920,16883,5923
743545585370791937,3264,857
743510151680958465,7381,3405
743253157753532416,3916,1113
743222593470234624,5716,1726
743210557239623680,3550,1233
742534281772302336,6533,3264
742528092657332225,4086,1790
742465774154047488,6716,3580
742423170473463808,9060,3402
742385895052087300,6266,1767
742161199639494656,3984,1239
742150209887731712,4689,1390
741793263812808706,4207,1380
741743634094141440,7531,2485
741438259667034112,3401,741
741303864243200000,8092,2903
741099773336379392,9180,4996
741067306818797568,8827,2797
740995100998766593,5805,2454
740711788199743490,3137,858
740699697422163968,2645,705
740676976021798912,16749,6178
740373189193256964,32395,12081
740365076218183684,2238,384
740359016048689152,3039,794
740214038584557568,6162,1776
739979191639244800,18433,5360
739932936087216128,3738,979
739844404073074688,3510,785
739623569819336705,3490,1233
739606147276148736,4966,1486
739544079319588864,36300,19164
739485634323156992,6574,2629
739238157791694849,106672,52559
738891149612572673,89,6
738885046782832640,3497,1040
738883359779196928,3034,718
738537504001953792,4683,1391
738402415918125056,2996,737
738184450748633089,3952,1104
738166403467907072,8038,3022
738156290900254721,2272,579
737826014890496000,4812,1600
737800304142471168,9222,3158
737678689543020544,4619,1190
737445876994609152,9405,4036
737322739594330112,3312,728
737310737551491075,13465,6713
736736130620620800,3861,1534
736392552031657984,16276,6624
736365877722001409,3648,1109
736225175608430592,7464,2529
736010884653420544,7217,2693
735991953473572864,3283,1030
735648611367784448,3723,1005
735635087207878657,5637,2135
735274964362878976,12007,4526
735256018284875776,3052,801
735137028879360001,2871,874
734912297295085568,2537,471
734787690684657664,11508,5733
734776360183431168,2309,486
734559631394082816,1371,353
733828123016450049,3298,714
733822306246479872,3379,920
733482008106668032,2871,849
733460102733135873,3861,1134
733109485275860992,49162,15438
732732193018155009,2221,481
732726085725589504,3283,792
732585889486888962,3347,712
732375214819057664,7409,2273
732005617171337216,13640,4854
731285275100512256,3213,897
731156023742988288,3537,1139
730924654643314689,5617,1779
730573383004487680,4449,1906
730427201120833536,3194,937
730211855403241472,3481,956
730196704625098752,4429,1699
